Estimated_SBP_AIx_Red,Estimated_DBP_AIx_Red
105.74049745026372,71.44429847015823
93.99434711955246,64.39660827173148
98.0310654254756,66.81863925528536
102.72760323289086,69.63656193973452
99.47122320824174,67.68273392494504
66.28922633301728,47.77353579981037
89.2238674909736,61.534320494584165
94.3805884433107,64.62835306598642
103.15183890004869,69.89110334002922
99.05987736935242,67.43592642161146
99.89854002541242,67.93912401524746
108.28865633764757,72.97319380258854
96.63573911681883,65.9814434700913
98.42029700235649,67.0521782014139
94.79942366345324,64.87965419807195
100.99286340908522,68.59571804545114
95.95745198451931,65.57447119071159
100.17555503131575,68.10533301878945
98.66029201883795,67.19617521130277
100.96024031852333,68.576144191114
95.90376194096712,65.54225716458028
104.38322743860604,70.62993646316363
83.20390068126231,57.92234040875739
95.07049096654274,65.04229457992564
119.6031857648738,79.76191145892427
112.13462500140007,75.28077500084004
110.35633206484118,74.21379923890471
106.57910294303502,71.94746176582102
98.12369755549304,66.87421853329583
93.07898961808382,63.847393770850296
94.63221070284892,64.77932642170936
94.57323407185443,64.74394044311265
110.46139828131265,74.27683896878759
83.99840827760238,58.39904496656142
90.14164956094807,62.08498973656884
101.7170060938823,69.03020365632939
111.12793944703066,74.6767636682184
101.07997769173838,68.64798661504304
112.39621324654917,75.4377279479295
95.77773659981887,65.46664195989132
108.68584179308394,73.21150507585037
95.18422777627843,65.11053666576706
98.39134347186769,67.0348060831206
102.3072961998454,69.38437771990723
94.84219902303424,64.90531941382055
111.37459439934537,74.82475663960722
99.0823368561481,67.44940211368886
96.46377331011014,65.87826398606609
97.29035922973526,66.37421553784117
99.8761387374692,67.92568324248153
108.6985500809368,73.21913004856208
88.79612991958801,61.27767795175281
99.54524521181406,67.72714712708844
98.41638385180292,67.04983031108176
106.04347039899197,71.62608223939519
87.52190925575479,60.51314555345288
99.38639860217782,67.63183916130669
122.89654455509307,81.73792673305584
91.22966182096314,62.737797092577885
98.16633250099244,66.89979950059546
156.35056266749908,101.81033760049945
98.17183052041821,66.90309831225093
108.30925513367318,72.98555308020391
100.38933445030875,68.23360067018525
107.71803679309302,72.63082207585582
103.10976559245042,69.86585935547025
95.53467664889274,65.32080598933564
88.77606966290196,61.26564179774118
169.26719232727265,109.56031539636358
77.13635178492152,54.28181107095291
97.2436053533782,66.34616321202692
115.29689904657093,77.17813942794255
